dec,ra,hSyntMag
2.36581748601968,150.129469935925,20.110024049999996
2.36135921454769,150.129723232529,20.670063229999997
2.36507437069068,150.136085416503,17.838872889999998
2.37691092360204,150.122567592313,19.71325736
2.36466086258057,150.142564125991,19.546117019999997
2.35122789529055,150.134425109932,18.641921370000002
2.35246191504543,150.118101049614,20.410680559999996
2.34948820064728,150.13471047641,21.92988822
2.36151341313941,150.146618402911,12.2117351
2.34796281072304,150.13275345153,13.794626900000003
2.3530803546932,150.11443226489,17.173366
2.34807604432568,150.121791321756,16.057057469999997
2.3467288390334,150.129550731464,23.04088114
2.35440697965968,150.110598608774,22.41426198
2.35011383499295,150.114543389553,20.742134729999997
2.35968450097044,150.149338418045,15.216007399999999
2.38755097536342,150.136776728421,14.292715000000001
2.36220510426643,150.150253726827,19.9043463
2.38802003342255,150.139989154853,19.848561699999998
2.34333421378585,150.133822903804,14.0267633
2.38325734465605,150.147203292939,17.382438099999998
2.34830124003717,150.145484223614,17.2665825
2.35578092939588,150.105841572801,12.1368388
2.39205283639448,150.132767875916,15.849351500000001
2.3406367888843,150.134803214846,22.54602658
2.36617362645797,150.101261987175,16.916687500000002
2.35863506710716,150.102518050012,25.38919067
2.35673847001956,150.103125080983,21.84125614
2.33880084247736,150.130162956299,16.203591399999997
2.33936476390213,150.136992511218,15.394845200000002
2.3575664447864,150.10108877674,18.2343465
2.3544027076499,150.10012392958,14.707585199999997
2.35761464201519,150.098841165982,16.4337562
2.35413074116802,150.157368765325,16.674753499999998
2.34838467850788,150.154998230543,16.9344971
2.35825960950235,150.159770547474,19.475207400000002
2.35390482634608,150.098574689162,15.9691523
2.34006377880651,150.147286360358,17.9244116
2.36061005930725,150.16083499256,17.976905199999997
2.39941847057869,150.135101556175,18.6620314
2.35071932585092,150.097147844433,16.675241300000003
2.33311791795222,150.140534034428,17.2322263
2.40282200501934,150.130900995308,15.9123016
2.3368511892524,150.14933419769,18.9427558
2.38075323035955,150.16322013786,20.132281600000002
2.40467381147668,150.137985153391,15.949642800000003
2.3458461440928,150.095778166387,23.99900414
2.36031257676227,150.166859156063,25.081039569999998
2.32943386978492,150.14098887944,19.30344796
2.32798895584471,150.136285918457,16.240835699999998
2.39930197745234,150.153613331834,11.1828074
2.35395125126123,150.089465548564,16.4780688
2.33260501606806,150.10544830004,21.58903838
2.34754465765172,150.165434904908,21.602873180000003
2.35825279716055,150.087297319583,26.217571850000002
2.40395665940683,150.108326955778,14.8253137
2.40345262153756,150.150980987468,20.186472509999998
2.36029987833749,150.171153267333,25.046245209999995
2.40996934440835,150.124002089439,18.00924319
2.33185494657833,150.154664554456,17.3186482
2.40062811385724,150.157741676251,21.314561089999998
2.32513308687815,150.145110913848,20.68249139
2.37191426742809,150.08358027927,19.236776400000004
2.41166499171037,150.135924605666,18.584663000000003
2.40723952415616,150.149720978914,15.442717300000002
2.41326569749452,150.123675405803,18.69534643
2.41354180138253,150.12579025629,18.976603759999996
2.32832043271502,150.102162142379,18.1190191
2.35498684697766,150.083009176438,17.0632203
